"Route ID","标题","国家组合","主策略","辅助策略","Planner Reason","Quality Score","Composition Score","Review Status","是否进入 Feed","数据来源","疑似问题"
"materialized-1btrpaq-56172","瑞典13天经典首访：瑞典门户城市到瑞典文化停留区","SE","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约48公里，跨度约54公里，符合当前概念距离上限。","0.78","0.800","accepted","是","planner-designed","country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1b57o8o-56179","新加坡14天经典首访：新加坡门户城市到新加坡文化停留区","SG","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-19t01o6-56186","斯洛文尼亚13天经典首访：斯洛文尼亚门户城市到斯洛文尼亚文化停留区","SI","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约52公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-22eouz-56193","塞拉利昂13天经典首访：塞拉利昂门户城市到塞拉利昂文化停留区","SL","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1t3mjbu-56200","圣马力诺12天经典首访：圣马力诺门户城市到圣马力诺文化停留区","SM","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约53公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-y0cms1-56207","塞内加尔14天经典首访：塞内加尔门户城市到塞内加尔文化停留区","SN","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1u359y8-56214","索马里13天经典首访：索马里门户城市到索马里文化停留区","SO","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-v5r9lx-56221","苏里南14天经典首访：苏里南门户城市到苏里南文化停留区","SR","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-13lakes-56228","南苏丹13天经典首访：南苏丹门户城市到南苏丹文化停留区","SS","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-r4e5bn-56235","圣多美和普林西比14天经典首访：圣多美和普林西比门户城市到圣多美和普林西比文化停留区","ST","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-dsqx0p-56242","萨尔瓦多13天经典首访：萨尔瓦多门户城市到萨尔瓦多文化停留区","SV","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1t7s0va-56249","叙利亚10天经典首访：叙利亚门户城市到叙利亚文化停留区","SY","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-18anu2l-56256","斯威士兰10天经典首访：斯威士兰门户城市到斯威士兰文化停留区","SZ","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-xrem5q-56263","乍得14天经典首访：乍得门户城市到乍得文化停留区","TD","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-c1g4w9-56270","多哥10天经典首访：多哥门户城市到多哥文化停留区","TG","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1a20bjm-56277","泰国13天经典首访：泰国门户城市到泰国文化停留区","TH","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-11pmln0-56284","塔吉克斯坦11天经典首访：塔吉克斯坦门户城市到塔吉克斯坦文化停留区","TJ","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约55公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-16c58fa-56291","东帝汶10天经典首访：东帝汶门户城市到东帝汶文化停留区","TL","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1vlptk7-56298","土库曼斯坦12天经典首访：土库曼斯坦门户城市到土库曼斯坦文化停留区","TM","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约55公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-cmqvv4-56305","突尼斯11天经典首访：突尼斯门户城市到突尼斯文化停留区","TN","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约57公里，跨度约57公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-otqmgh-56312","汤加12天经典首访：汤加门户城市到汤加文化停留区","TO","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-cl94u-56319","特立尼达和多巴哥10天经典首访：特立尼达和多巴哥门户城市到特立尼达和多巴哥文化停留区","TT","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-8rer88-56326","图瓦卢14天经典首访：图瓦卢门户城市到图瓦卢文化停留区","TV","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-13jrv8c-56333","坦桑尼亚11天经典首访：坦桑尼亚门户城市到坦桑尼亚文化停留区","TZ","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-uqnjv8-56340","乌克兰10天经典首访：乌克兰门户城市到乌克兰文化停留区","UA","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约51公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-bmdjpm-56347","乌干达11天经典首访：乌干达门户城市到乌干达文化停留区","UG","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1is7fu4-56354","乌拉圭11天经典首访：乌拉圭门户城市到乌拉圭文化停留区","UY","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约58公里，跨度约58公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-v9rnuj-56361","乌兹别克斯坦10天经典首访：乌兹别克斯坦门户城市到乌兹别克斯坦文化停留区","UZ","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约54公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1jrvncx-56368","梵蒂冈14天经典首访：梵蒂冈门户城市到梵蒂冈文化停留区","VA","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约54公里，跨度约55公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-8bjkf3-56375","圣文森特和格林纳丁斯10天经典首访：圣文森特和格林纳丁斯门户城市到圣文森特和格林纳丁斯文化停留区","VC","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1sph7ed-56382","委内瑞拉14天经典首访：委内瑞拉门户城市到委内瑞拉文化停留区","VE","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约63公里，跨度约63公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-bpcar2-56389","越南10天经典首访：越南门户城市到越南文化停留区","VN","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1nywngl-56396","瓦努阿图12天经典首访：瓦努阿图门户城市到瓦努阿图文化停留区","VU","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1o10l8w-56403","萨摩亚11天经典首访：萨摩亚门户城市到萨摩亚文化停留区","WS","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-h23u9o-56410","也门10天经典首访：也门门户城市到也门文化停留区","YE","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-y5z9ot-56417","南非13天经典首访：南非门户城市到南非文化停留区","ZA","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约59公里，跨度约59公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-z26jzl-56424","赞比亚13天经典首访：赞比亚门户城市到赞比亚文化停留区","ZM","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约62公里，跨度约62公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-grdtnz-56431","津巴布韦13天经典首访：津巴布韦门户城市到津巴布韦文化停留区","ZW","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;小众目的地路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=10-14d，10-14天适合串联6个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留6个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约61公里，跨度约61公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1ni279q-56432","匈牙利5天铁路旅程：布达佩斯到比奇凯","HU","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=铁路旅程，把铁路过程作为体验主线，价值来自沿线风景与站点的有机串联。 | Transport:相邻段最大约49公里，跨度约49公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-jobbob-56433","捷克5天公路自驾：哈维若夫到姆拉达-博莱斯拉夫","CZ","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约266公里，跨度约266公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-lgie7p-56434","英国5天经典首访：诺丁汉到普利茅斯","GB","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约368公里，跨度约368公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-nots1m-56435","美国5天主题游：瓦恩兰到温切斯特","US","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约393公里，跨度约393公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-150nuir-56436","德国5天经典首访：巴特基辛根到多瑙河畔诺伊堡","DE","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约390公里，跨度约390公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-ocvhqz-56452","印度尼西亚5天主题游：葡萄野里到古突士","ID","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约64公里，跨度约64公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-bg40m1-56453","日本5天公路自驾：白川乡到岚山","JP","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天为交通体验和沿线停留留出基本时间。 | Theme:旅行风格=公路自驾，把自驾公路作为体验主线，价值来自驾驶自由与多目的地差异。 | Transport:相邻段最大约225公里，跨度约225公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-yh8nfd-56454","冰岛5天主题游：维克到盖锡尔","IS","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天让单一主题在3个目的地递进展开，体验有层次。 | Theme:旅行风格=主题游，围绕单一主题在多目的地递进展开，价值来自主题深度而非目的地数量。 | Transport:相邻段最大约165公里，跨度约165公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-1k04tr6-56461","土耳其7天经典首访：卡帕多奇亚到格雷梅","TR","地缘/邻近国家路线","主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=7-10d，7-8天适合串联4个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留4个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约411公里，跨度约411公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
"materialized-p1sg31-58464","匈牙利5天经典首访：韦切什到沙托劳尔尧乌伊海伊","HU","地缘/邻近国家路线","季节路线;主题路线;假期长度路线;航班/交通组合路线;AI 灵感路线","Geographic:时长=4-6d，5天适合串联3个主要目的地，保持经典旅行的基本节奏。 | Theme:旅行风格=经典首访，在给定天数内保留3个目的地之间的顺路关系和清晰主题。 | Transport:相邻段最大约246公里，跨度约246公里，符合当前概念距离上限。","0.78","0.800","accepted","否","planner-designed","not-loaded-by-repository;not-feed-eligible;country-combo-overused;title-template;summary-template;planner-reason-repeated"
